-0.181831;0.611819;0.000169396;0.774819;0,619838; 94
-0.00508498;0.247989;-8.49819e-05;-1.0626e-05;2,3356e-07; 126
0.688401;-0.399634;0.774401;0.000365861;0,619845; 169
0.670872;-0.552964;0.774872;-0.774964;1,23968; 154
-0.277843;-0.981339;0.000156824;-0.774339;0,619842; 131
-0.613875;0.586986;-0.774875;0.774986;1,23968; 112
0.26338;-0.921566;0.000379702;-0.774566;0,619842; 175
0.759034;-0.59491;0.775034;-0.77491;1,23968; 113
0.0623417;-0.344797;0.000341666;0.000203255;5,03264e-06; 132
-0.794225;-0.833345;-0.774225;-0.774345;1,23969; 65
0.179596;0.529674;-0.00040364;0.774674;0,619842; 145
0.632283;0.12002;0.774283;2.02846e-05;0,619843; 106
0.226265;0.461199;0.00026472;0.775199;0,619847; 136
0.0834256;-0.614904;0.000425606;-0.774904;0,619844; 137
0.621446;0.699503;0.774446;0.774503;1,23968; 118
-0.633635;0.854085;-0.774635;0.775085;1,23968; 126
0.810568;-0.361529;0.774568;0.000470819;0,619845; 135
-0.370516;0.745633;0.000483508;0.774633;0,619845; 129
-0.333374;0.642529;-0.000374141;0.774529;0,619843; 171
-0.994781;-0.798144;-0.774781;-0.775144;1,23968; 104
-0.779471;0.949379;-0.774471;0.774379;1,23968; 112
-0.179143;0.925256;-0.000142856;0.774256;0,619844; 108
-0.821086;0.0416786;-0.775086;-0.00032145;0,619845; 50
0.518013;0.781875;0.775013;0.774875;1,23968; 110
0.546382;-0.43803;0.774382;-0.77503;1,23968; 178
0.510319;-0.135474;0.774319;-0.000473664;0,619849; 152
-0.259458;-0.793839;-0.000457725;-0.774839;0,619844; 102
0.707911;0.96803;0.774911;0.77503;1,23968; 154
-0.463802;-0.812269;-0.774802;-0.774269;1,23968; 146
0.640075;-0.306974;0.775075;2.63808e-05;0,619841; 186
0.404033;-0.248293;3.27695e-05;-0.000293297;2,77338e-06; 195
-0.17976;0.710024;0.000240247;0.775024;0,619842; 122
-0.892243;0.805911;-0.774243;0.774911;1,23968; 98
-0.594539;0.773075;-0.774539;0.775075;1,23968; 122
-0.85706;0.823651;-0.77506;0.774651;1,23968; 93
0.177209;0.362628;0.000209371;-0.000371948;5,80111e-06; 216
-0.695379;0.147641;-0.774379;-0.00035893;0,619845; 130
0.584714;0.826561;0.774714;0.774561;1,23968; 106
-0.0500475;-0.176853;-4.74854e-05;0.000146758;7,5762e-07; 122
0.555108;0.298181;0.775108;0.000181374;0,619843; 175
-0.371489;-0.197871;-0.000488644;0.000129204;8,13468e-06; 185
0.582322;-0.700234;0.774322;-0.774234;1,23969; 116
-0.593939;0.144265;-0.774939;0.000264775;0,619841; 137
-0.456096;0.356072;-0.775096;7.17761e-05;0,619842; 165
0.318404;-0.396694;0.000403891;0.000305625;8,1687e-06; 172
-0.120238;-0.981647;-0.000237941;-0.774647;0,619839; 145
0.190029;0.187391;2.88093e-05;0.000391473;4,90632e-06; 109
0.785671;0.383123;0.774671;0.00012314;0,619838; 154
-0.961827;-0.422359;-0.774827;-0.774359;1,23968; 195
-0.733955;0.376001;-0.774955;1.00538e-06;0,619839; 155
-0.449227;0.608117;-0.774227;0.775117;1,23969; 196
0.52294;0.969861;0.77494;0.774861;1,23968; 133
-0.191894;0.140164;0.000106249;0.000164316;1,2192e-06; 116
-0.956917;0.0974491;-0.774917;0.000449127;0,619845; 129
-0.661135;-0.995189;-0.775135;-0.775189;1,23969; 136
-0.529896;-0.772261;-0.774896;-0.774261;1,23968; 132
0.295436;-0.982979;0.000435849;-0.774979;0,619845; 169
0.972032;-0.576891;0.775032;-0.774891;1,23968; 130
-0.574137;0.196676;-0.775137;-0.000324025;0,619846; 130
-0.546712;-0.358346;-0.774712;-0.000346123;0,619841; 169
-0.888754;-0.613788;-0.774754;-0.774788;1,23967; 113
-0.06665;-0.988665;0.000349955;-0.774665;0,619841; 128
-0.657267;-0.355654;-0.774267;0.000346028;0,619847; 149
-0.82107;0.524989;-0.77507;0.774989;1,23968; 133
-0.619863;-0.570601;-0.774863;-0.774601;1,23968; 145
0.511074;0.642422;0.775074;0.774422;1,23968; 145
-0.686318;-0.384079;-0.774318;-7.85784e-05;0,619842; 161
0.838621;-0.591794;0.774621;-0.774794;1,23967; 125
0.593462;0.982679;0.774462;0.774679;1,23968; 125
-0.940707;0.0633168;-0.774707;0.00031679;0,61984; 106
0.66651;0.570647;0.77451;0.774647;1,23968; 136
0.653387;-0.272814;0.774387;0.000186217;0,619842; 162
0.427779;-0.297723;0.774779;0.000277466;0,61984; 121
-0.158906;-0.389372;9.4223e-05;-0.000371658;4,68109e-06; 183
0.610186;0.968169;0.775186;0.775169;1,23969; 115
0.950229;-0.670776;0.774229;-0.774776;1,23968; 143
-0.970219;-0.265097;-0.774219;-9.65572e-05;0,619845; 125
-0.492312;0.367302;-0.774312;0.000302014;0,619845; 183
0.34807;-0.648156;6.95811e-05;-0.775156;0,619843; 203
0.544194;0.587146;0.775194;0.775146;1,23969; 108
0.243069;0.860573;6.87368e-05;0.774573;0,619838; 149
0.0424928;-0.876611;0.000492757;-0.774611;0,619845; 86
0.110151;-0.504197;0.00015142;-0.775197;0,619845; 170
0.816029;-0.37825;0.775029;-0.000249668;0,619842; 130
-0.721861;-0.997927;-0.774861;-0.774927;1,23968; 116
-0.822206;-0.012742;-0.775206;0.000257997;0,619847; 53
-0.486796;-0.926831;-0.774796;-0.774831;1,23968; 181
-0.98168;-0.845497;-0.77468;-0.774497;1,23968; 147
-0.53007;0.271933;-0.77507;-6.66401e-05;0,619841; 158
0.321183;0.640092;0.000182903;0.775092;0,619843; 203
-0.660945;0.246425;-0.774945;0.000425338;0,619845; 173
0.147864;0.56006;-0.000136454;0.77506;0,619841; 118
0.811808;0.804251;0.774808;0.774251;1,23968; 62
0.41553;0.854676;0.77453;0.774676;1,23968; 171
-0.778966;0.445712;-0.774966;0.774712;1,23968; 124
-0.640686;-0.340796;-0.774686;0.000204434;0,619839; 169
-0.408024;-0.85303;-2.40553e-05;-0.77503;0,61984; 169
0.854843;-0.443069;0.774843;-0.775069;1,23968; 172
-0.389459;-0.123331;-0.000458804;-0.000330607;1,01833e-05; 184
0.446014;0.793049;0.775014;0.775049;1,23968; 117
